Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Organization Description,Investor Names,Organization Industries,SIREN
Palette,"Paris, Ile-de-France, France, Europe",Seed,125000,USD,2021-08-26,https://palettehq.com/en,"Palette develops a sales compensation software that helps companies easily create, manage, and automate compensation plans.","Liquid 2 Ventures, Y Combinator","B2B, Direct Sales, Sales, Sales Automation, Software",
Lago,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-08-31,http://www.getlago.com,Open Source Billing API for Product-Led SaaS,"Julien Codorniou, Philippe Teixeira da Mota, Y Combinator","Database, Information Technology, Software",
Hera,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-08-31,https://hera.so/,"Hera is building a Calendar app with an emphasis on productivity, with a number of overt and more subtle features aimed at helping people.",Y Combinator,"Computer, Software",
Formance,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-08-31,https://www.formance.com,Formance is an open-source and cloud-native infrastructure platform to build financial applications.,"Pierre-Antoine Dusoulier, PROTOCOL — by GETTYLAB, Y Combinator","Financial Services, Open Source, Payments",
Crew.work,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-08-31,https://crew.work,Crew.work provides all-in-one productivity tool designed for recruiters.,Y Combinator,"CRM, Recruiting, Software",
ClipDrop,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-03-22,https://clipdrop.co,ClipDrop is an app that turns regular mobile photos into professional product visuals.,"Sara Du, Y Combinator","Apps, Generative AI, Mobile Apps",
Carbonfact,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-08-31,http://www.carbonfact.com,"Fast, scalable life-cycle assessments to help fashion brands lower their scope 3 emissions.",Y Combinator,"Information Services, Information Technology, Productivity Tools, Software",
Capsule Social,"Paris, Ile-de-France, France, Europe",Pre-Seed,125000,USD,2021-01-21,https://capsule.social/,"A decentralized social media network for unbiased and open discourse, resistant to takedowns and censorship.","Balaji Srinivasan, Castle Island Ventures, Wamda Capital, William J. Pulte","Blockchain, Social Media",
Beau,"Nice, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,125000,USD,2021-08-10,https://beau.to,"Beau is a tool for teams to build, visualize, and automate workflows with their clients.",Y Combinator,"Assistive Technology, B2B, Business Intelligence, CRM, Customer Service, Information Technology, Productivity Tools, Project Management, Software",
Latitude,"Reims, Champagne-Ardenne, France, Europe",Pre-Seed,100000,EUR,2021-05-25,https://www.latitude.eu,"Latitude, formerly known as Venture Orbital Systems, is a space technology company that offers launch solution for smallsats",Région Grand Est,"Aerospace, Satellite Communication, Space Travel",
Hollo,"Paris, Ile-de-France, France, Europe",Seed,119894,USD,2021-08-16,https://www.hollo.io/,Hollo integrates with existing ATS and CRM to create efficiencies and reduce redundancies.,Techstars,"Information Technology, Software",
Relatic,"Nice, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,100000,EUR,2021-09-03,https://demo.relatic.co/,Relatic is a large-scale crowdfunding platform that connects European and African markets.,,,
Trustblock,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2021-11-01,https://trustblock.run/,"Trustblock is a data & security hub that makes web3 a secured-by-default, user-friendly, composable ecosystem.","Fabric Ventures, Frst","Blockchain, Cryptocurrency, Cyber Security, Smart Contracts, Web3",
Aton Invest,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,EUR,2021-10-26,https://aton-invest.com,Aton Invest is a new generation of asset management company,Hesham Zreik,"Asset Management, Finance, Financial Services, FinTech, Wealth Management",
ShopMeAway,"Paris, Ile-de-France, France, Europe",Seed,100000,USD,2021-09-15,http://www.shopmeaway.com/,"We're bridging global brands with underserved markets in Africa, Latin America, the Middle East, and Asia.","Afri Mobility, Bridging Angels","E-Commerce, Logistics",
Nudge,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,USD,2021-05-01,https://www.withanudge.com,Nudge is the next generation networking app for college alumni.,Paralect,Software,
Deep Talk,"Paris, Ile-de-France, France, Europe",Pre-Seed,100000,USD,2021-01-01,https://deep-talk.ai,The best customer & employee experience needs data & analytics. Use AI to turn text into powerful data.,,"Artificial Intelligence (AI), Customer Service, Machine Learning, Natural Language Processing, Software",
Update foods,"Paris, Ile-de-France, France, Europe",Pre-Seed,80000,USD,2021-06-01,http://updatefoods.co,"Update is a Food-tech startup developing algae-based dairy alternatives for sustainable, plant-based nutrition products.","Artesian VC, Brinc","Food and Beverage, Plant-Based Foods, Restaurants",
DataGrowb',"Nantes, Pays de la Loire, France, Europe",Pre-Seed,70000,EUR,2021-12-01,https://www.datagrowb.com,DataGrowb’ est une entreprise à la pointe des innovations et des technologies disruptives.,Berrehrah Family,"Artificial Intelligence (AI), Software",
Snackeet,"Paris, Ile-de-France, France, Europe",Pre-Seed,50000,EUR,2021-01-01,https://snackeet.com/,"Design creative and engaging online presentations, forms, quizzes, and surveys",,"Marketing, Productivity Tools, SaaS, Social Media",
SapioX,"Théoule-sur-mer, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,50000,EUR,2021-05-03,https://sapiox.com,Connecting teachers and students,,"EdTech, Education, E-Learning, Information Services, Information Technology, Internet, Tutoring",
SapioX,"Théoule-sur-mer, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,50000,EUR,2021-09-08,https://sapiox.com,Connecting teachers and students,,"EdTech, Education, E-Learning, Information Services, Information Technology, Internet, Tutoring",
EvaluationsHub,"La Ferté-sous-jouarre, Ile-de-France, France, Europe",Pre-Seed,50000,EUR,2021-07-21,https://www.evaluationshub.com/,Supplier performance management automation,,SaaS,
Klap,"Maisons-alfort, Ile-de-France, France, Europe",Pre-Seed,50000,USD,2021-03-27,https://klap.app,Klap is a service company that uses generative AI to turn any video into viral shorts ready to publish on Tiktok or Reels.,Hook,"Artificial Intelligence (AI), Information Technology, Video Editing",
BioFluff,"Paris, Ile-de-France, France, Europe",Pre-Seed,50000,USD,2021-09-03,https://bio-fluff.com,"BioFluff created plant based fur, shearling and plush for the fashion, interior and toy industries",,"Biotechnology, Fashion, Interior Design, Manufacturing, Textiles, Toys",
Pourboir,"Marseille, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,40000,EUR,2021-01-01,https://pourboir.com,"Restaurants have trouble recruiting staff , due to lack of tips paid since there is less cash. Pourboir app is born to increase tips.",,"Consumer Applications, Food and Beverage, Hospitality",
SapioX,"Théoule-sur-mer, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,40000,EUR,2021-02-27,https://sapiox.com,Connecting teachers and students,,"EdTech, Education, E-Learning, Information Services, Information Technology, Internet, Tutoring",
Hakbon,"Bondy, Ile-de-France, France, Europe",Pre-Seed,40000,USD,2021-01-04,https://hakbon.com,"Hakbon simplifies product and service searches, saving users time and boosting seller visibility to increase sales.",Algerian Startup Fund,"Artificial Intelligence (AI), Digital Marketing, Mobile Apps, Retail",
Courtigo,"Pourrières, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,30000,EUR,2021-02-01,https://courtigo.fr,Courtigo is CRM software for insurance brokers.,Cédric Delorme,"CRM, Insurance, Software",
movido,"Paris, Ile-de-France, France, Europe",Pre-Seed,30000,EUR,2021-03-08,https://www.go-movido.com/,"Movido is a marketplace and SaaS company that offers a wide range of services including mobile, housing, bank accounts, and wifi.",B4i - Bocconi for innovation,"Education, Financial Services, Mobile, Real Estate",
Atorika,"Mallemort, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,30000,EUR,2021-08-23,https://www.atorika.fr/,Atorika offers edutainment that adapts to any child.,,"Augmented Reality, EdTech, Education, Edutainment, Leisure, Personal Development, Robotics, Subscription Service, Virtual Reality",
Jass Group Of Companies,"Paris, Ile-de-France, France, Europe",Series A,20000,USD,2021-12-05,https://www.suryanshcontech.com,It was a conglomerate company acquired by suryansh contech pvt ltd.,,Information Technology,
The Hiking Club,"Chamonix-mont-blanc, Rhone-Alpes, France, Europe",Seed,20000,AUD,2021-08-01,https://www.thehiking.club,The Hiking Club organises trail data for multi-day hikes so Modern Adventurers can easily create a personalised plan.,UNSW Founders,"Adventure Travel, GPS, Mobile Apps",
MAWAQIT,"Grigny, Ile-de-France, France, Europe",Pre-Seed,10000,EUR,2021-06-01,https://mawaqit.net,Connecting Muslims to Mosques,,"Blockchain, Digital Signage, Information and Communications Technology (ICT), iOS, Non Profit, Private Social Networking, Religion, Search Engine, Video Streaming, Web Development",
MAWAQIT,"Grigny, Ile-de-France, France, Europe",Pre-Seed,5000,EUR,2021-04-15,https://mawaqit.net,Connecting Muslims to Mosques,,"Blockchain, Digital Signage, Information and Communications Technology (ICT), iOS, Non Profit, Private Social Networking, Religion, Search Engine, Video Streaming, Web Development",
UniFox,"Bordeaux, Aquitaine, France, Europe",Pre-Seed,2000,EUR,2021-09-01,http://unifox.ai,UniFox is a sustainable investment ecosystem and trading platform powered by a sustainable AI.,,"Artificial Intelligence (AI), Bitcoin, Cryptocurrency, Decentralized Finance (DeFi), Ethereum, Finance, FinTech, GreenTech, Sharing Economy, Web3",902214808
Zigg,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-09-07,https://zigg.app/,"Zigg is the company behind Klap, an AI-powered video editor for social shorts.",,"Artificial Intelligence (AI), Generative AI, Information Technology, Software, Web Design, Web Development",
Zicplace,"Montreuil, Ile-de-France, France, Europe",Series A,,,2021-12-01,https://www.zicplace.com/en,Zicplace  is a B2C and B2B online Music eCommerce Marketplace.,Alain Garnier,"E-Commerce, Internet, Marketplace, Music, Musical Instruments",
Zadient Technologies,"Sainte-hélène-du-lac, Rhone-Alpes, France, Europe",Seed,,,2021-02-12,https://zadient.tech/,Zadient Technologies is a company engaged in production of synthetic silicon carbide a building block for power semiconductors.,"MIG Fonds, Vestel Ventures","Energy, Hardware, Manufacturing, Semiconductor",
Yofi Paris,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-11-22,https://www.yofi.paris/,Yofi produces plant-based milk alternatives for coffee and other beverages.,Big Idea Ventures,"Dairy, Food and Beverage, Nutrition",
Ynsect,"Fontaine, Bourgogne, France, Europe",Series C,,,2021-06-15,https://www.ynsect.com/,Ynsect provides products and services that operate in the agro-food and environmental biotech industries.,LIP Ventures Boutique,"Agriculture, AgTech, Animal Feed, Biotechnology, Farming",534948617
Yieldin,"Paris, Ile-de-France, France, Europe",,,,2021-03-11,https://yieldin.com/,Yieldin is a specialist in airline revenue management.,Team ABC,"Consulting, Software",
Yelda,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://yelda.ai/,Voice enable your brand on Google Home & Alexa in a minute thanks to Yelda Enterprise-Ready Voice Saas Platform,IMT Starter,"Information Technology, SaaS, Software",
Xilopix,"Épinal, Lorraine, France, Europe",Seed,,,2021-01-16,http://www.xaphir.com,Xilopix SAS provides a SaaS based digital asset management software.,IMT Starter,"Information Technology, Internet, Navigation, SaaS, Search Engine, Software",
WSHOP,"Paris, Ile-de-France, France, Europe",,,,2021-06-01,https://www.wshop-cloudcommerce.fr/,WSHOP is a unified digital commerce SAAS solution.,CAPZA,"E-Commerce, E-Commerce Platforms, SaaS, Software",
wizville,"Paris, Ile-de-France, France, Europe",,,,2021-01-16,http://wizville.com/en,Smart Customer Satisfaction Management SaaS for Retail,IMT Starter,"Enterprise Software, Retail Technology, SaaS, Software",
Winncare,"Paris, Ile-de-France, France, Europe",,,,2021-01-01,https://www.winncare.fr/,Winncare supplies homecare products for dependent people and the elderly in France and other European countries.,XAnge,"Health Care, Medical Device",
Whaly,"Paris, Ile-de-France, France, Europe",Seed,,,2021-09-22,https://whaly.io/,Whaly allows business teams to build analytics and reports on top of their everyday tools without coding.,Globivest,"Analytics, Artificial Intelligence (AI), Business Intelligence, Software",
Weliom,"Saint-herblain, Pays de la Loire, France, Europe",,,,2021-02-10,https://www.weliom.fr/,Weliom offers digital healthcare consulting services in France.,Bpifrance,"Health Care, Personal Health",
Welco,"Lyon, Rhone-Alpes, France, Europe",Seed,,,2021-01-16,https://www.welco.io/,Welco offers a solution for recovering parcels between neighbors.,IMT Starter,"Delivery, Logistics, Software, Transportation",
Wegrow-app,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-31,https://www.wegrow-app.com/,"Wegrow-app is a company that uses a gamified platform to engage teams, grow businesses, and achieve CSR targets.",Ahmed Mhiri,"Digital Marketing, Information Technology, Software",
Weenat,"Nantes, Pays de la Loire, France, Europe",Seed,,,2021-10-27,https://weenat.com/contactez-nous/,Weenat developer of agriculture platform that provides farmers with mobile and connected solutions.,"Atlantique Vendée Innovation, Gwenneg, IDIA Capital Investissement, Unexo",AgTech,
WeCook WeCare,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://www.wecookwecare.com/,WeCook WeCare offers a tailor-made slimming and quality of life program to reach the ideal weight and transform life.,IMT Starter,"Fitness, Health Care, Personal Health, Wellness",
WE ARE ONA,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-01,https://weareona.co/,"WE ARE ONA is a catering company that provides catering and consulting services to events, restaurants, and other businesses.",Wind,"Catering, Consulting, Food and Beverage",
Wanao,"Bidart, Aquitaine, France, Europe",,,,2021-10-25,http://www.wanao.com,Wanao provides monitoring and management solutions for private construction projects,Explore.fr,"Computer, Information Technology, Software",
VocaCoach,"Évry, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://vocacoach.fr/,VocaCoach is a professional training and coaching company that helps people to speak in public.,IMT Starter,"Consulting, Training",
Vneuron,"Reims, Champagne-Ardenne, France, Europe",Private Equity,,,2021-04-05,https://www.vneuron.com/,Vneuron provides Cloud and On-Premise Technologies for Anti Money Laundering (AML) and Digital Experience (DX/DXP).,Tunisian American Enterprise Fund,"Analytics, Compliance, Finance, Financial Services, FinTech, Information Technology, Legal Tech, SaaS, Software, Transaction Processing",845349935
VIV3,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-01,https://viv3.com,"Buy, sell and discover exclusive authentic digital items.",AppWorks,"Blockchain, Cryptocurrency, E-Commerce, Marketplace",
VISEO,"Paris, Ile-de-France, France, Europe",,,,2021-01-01,https://www.viseo.com,"VISEO is a multi-specialist in information systems, offering services for clients to complete their IT-related projects.",Eurazeo,"Information Services, Information Technology, Marketing, Software",420798100
Urban Loisirs,"Perrigny, Franche-Comte, France, Europe",,,,2021-02-08,https://www.1055.fr/,Urban Loisirs is an owner and operator of large indoor leisure centers.,"Bpifrance, Carvest Crédit Agricole Régions Investissement","Amusement Park and Arcade, Children, Gaming, Playstation, Recreation",
Uavia,"Vitry-sur-seine, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://www.uavia.eu,Uavia enables industries to connect autonomous drones and robots to the cloud and deploy mobile robots at scale in a smart and secure way.,IMT Starter,"Artificial Intelligence (AI), Cloud Computing, Drone Management, Drones, Enterprise Software, Operating Systems, Software",
TwicPics,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-03-05,https://twicpics.space,Lightning-fast & sustainable websiteswith stunning visuals,,"Application Performance Management, Image Recognition, SaaS, Web Development",
Trone,"Paris, Ile-de-France, France, Europe",Seed,,,2021-04-19,https://www.trone.paris/,Trone designs toilets that are 100% made in France and design.,Ahmed Mhiri,"E-Commerce, Retail",
TravelRight,"Paris, Ile-de-France, France, Europe",,,,2021-01-01,https://www.travelright.cn/tr,"TravelRight is an international TravelTech brand, specialized in solving travel problems.",Artesian VC,Air Transportation,
Tool4staffing,"Montpellier, Languedoc-Roussillon, France, Europe",Seed,,,2021-01-04,https://www.tool4staffing.com,Tool4staffing is an AI-based automated recruiting and staffing software.,Ahmed Mhiri,"Recruiting, Software, Staffing Agency",
Timeleft,"Paris, Ile-de-France, France, Europe",Seed,,,2021-10-06,https://timeleft.com,Timeleft is a mobile app for people to meet and share dreams and goals.,"FJ Labs, Shilling VC","Media and Entertainment, Photo Sharing, Social Media",
Time for the Planet,"Lyon, Rhone-Alpes, France, Europe",Seed,,,2021-03-01,https://www.time-planet.com/en,Time for the Planet is an organisation that offers financial services for fighting against greenhouse gas emissions.,Alain Garnier,"Clean Energy, Financial Services, Funding Platform, Non Profit",
Ticketchainer,"Cachan, Ile-de-France, France, Europe",Seed,,,2021-10-25,https://ticketchainer.com,"Ticketchainer is a software development company that offers online platforms, gamification, and software development services.",Ahmed Mhiri,"Innovation Management, Software, Ticketing",
The Moon Venture,"Rennes, Bretagne, France, Europe",Seed,,,2021-02-22,https://themoonventure.com,The Moon Venture is a community of an angel investors from France that aims to invest in the most promising start-ups.,,,
Thabor Therapeutics,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-01,http://www.thabor-tx.com,Thabor Therapeutics develops innovative treatments for mucosal inflammatory diseases.,AdBio partners,Biotechnology,
TakeTurns,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-10-07,https://taketurns.com,"The Safer, Easier Way to Work with People Outside of Your Organization",,SaaS,
Taas,"Paris, Ile-de-France, France, Europe",,,,2021-10-06,https://www.taas.fr/,TAAS specializes in outsourcing and management of mobile telecom policy.,Epsa Group,"Information Technology, Mobile, Telecommunications",
Syscom Prorep,"Essonnes, Ile-de-France, France, Europe",,,,2021-04-30,https://www.syscom-prorep.net/,Syscom-Prorep is a manufacturing and technological company that distributes industrial PC modules.,Siparex Groupe,Manufacturing,
Synovance,"Pierrefontaine, Franche-Comte, France, Europe",Seed,,,2021-06-16,https://synovance.com,Synovance is the future of green and responsible ink for clothes.,"Alain Garnier, European Innovation Council","Biomass Energy, Biotechnology, Textiles",
Synaps,"Lyon, Rhone-Alpes, France, Europe",Seed,,,2021-04-22,http://synaps.io,"Synaps customers comes from many industries including banking, insurance, gambling, cryptocurrency and many more.",Kommune.one,"Internet, Internet of Things",
SYMA Mobile,"Paris, Ile-de-France, France, Europe",,,,2021-04-12,https://www.symamobile.com/,SYMA Mobile is a mobile virtual network operator in France that offers all mobile services.,CAPZA,"Mobile, Mobile Devices, Telecommunications",
Superga Invest,"Paris, Ile-de-France, France, Europe",,,,2021-03-01,https://www.supergainvest.fr,Superga Invest specializes in the transport and logistics of luxury products and packaging.,Eurazeo,"Logistics, Supply Chain Management",
SUIRE Vie & Patrimoine,"Nantes, Pays de la Loire, France, Europe",,,,2021-09-09,http://www.suirevp.fr/,SUIRE Vie & Patrimoine is a personal insurance brokerage company which provides medical insurance and supplementary pension services.,Capital Croissance,"Health Care, Health Insurance, Insurance, Life Insurance",
Studymapper,"Arcueil, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://www.studymapper.fr/,Studymapper is a platform that shakes codes by putting artificial intelligence at the service of school guidance & professional integration.,IMT Starter,"Artificial Intelligence (AI), Machine Learning",
Study Work,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-16,http://studywork.fr,Study work offers professional advice and counseling for young students in building their careers to lead a successful life.,IMT Starter,"Advice, Career Planning, Consulting",
Studiomatic,"Pantin, Ile-de-France, France, Europe",Pre-Seed,,,2021-12-01,https://www.studiomatic.co/fr,"Studiomatic is a music production studio that offers rehearsal, beat-making, and podcast services.",Sharpstone Capital,"Audio Recording and Production, Music, Music Streaming, Performing Arts",
STIMIO,"Carquefou, Pays de la Loire, France, Europe",Series A,,,2021-09-20,https://stimio.fr/,"STIMIO designs, produces, and markets IoT-connected objects for the B2B market.",574 Invest,"B2B, Information Technology, Internet of Things",
SquareMind,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-01-23,https://www.squaremind.com,SquareMind develops artificial intelligence and robotics solutions designed to support dermatology workflows.,"Calm/Storm VC, Entrepreneurs First, Id4 ventures","Artificial Intelligence (AI), Health Care, Medical, Medical Device, Robotics",
Squad,"Aix-en-provence, Provence-Alpes-Cote d'Azur, France, Europe",,,,2021-01-13,https://www.squad.fr/en/,"Squad is an IT consulting company and expertise firm that brings together the best experts in digital, cyber ​security, and cloud.",Abénex Capital,"Consulting, Cyber Security, IaaS, Information Technology, Software, Virtualization",
Spectre,"Saint-thibault-des-vignes, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://www.spectre-biotech.com/,Spectre is a personalized neuroscience-based training system allowing athletes to control and modify their attentional brainwaves.,IMT Starter,"Information Technology, Medical Device, Neuroscience, Software",
SpaceSense.ai,"Palaiseau, Ile-de-France, France, Europe",Pre-Seed,,,2021-06-01,https://spacesense.ai/,SpaceSense's mission is to help organizations to leverage satellite data to gain actionable insights for their businesses.,Sharpstone Capital,"Artificial Intelligence (AI), Information Technology, Software",
SonarWatch,"Paris, Ile-de-France, France, Europe",Seed,,,2021-10-19,https://sonar.watch/,SonarWatch is a web3 multichain dashboard tool that help in tracking financial journey.,Koji Capital,"Analytics, Blockchain, Decentralized Finance (DeFi), Developer APIs",
Somm'it,"Bordeaux, Aquitaine, France, Europe",Seed,,,2021-06-25,http://www.somm-it.com,Somm’It is the automated sommelier for every restaurant.,High Flyers Capital,"Food and Beverage, Restaurants, Wine And Spirits",
Softcorner,"Arcueil, Ile-de-France, France, Europe",,,,2021-01-16,http://www.softcorner.eu/,Softcorner aims to lead to a complete new way to manage software assets in entreprises and administrations.,IMT Starter,"Asset Management, Computer, Software",
Socopa,"Vagney, Lorraine, France, Europe",,,,2021-07-08,http://www.constructions-socopa.fr,Socopa is a specialist in the construction of wood-framed panels.,Bpifrance,Construction,
Sneakerdraws,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-05-01,https://sneakerdraws.com/,"SaaS, Mobile App, Retail, E-commerce, Sneakers",,"E-Commerce, Information Technology, Retail Technology, Software",
SmartKeyword.io,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-16,https://smartkeyword.io/,"SmartKeyword is a tool allowing startups, e-shops and marketplaces to increase online sales thanks to SEO.",IMT Starter,"E-Commerce, Marketplace, SEO, Software",
Sirsa,"Paris, Ile-de-France, France, Europe",,,,2021-01-08,https://www.sirsa.io/,Sirsa develops a SAAS platform used for measuring companies’ extra-financial footprint and impacts.,"Andera Partners, CAPZA, RAISE Impact","Consulting, SaaS, Software",
Silina,"Paris, Ile-de-France, France, Europe",Seed,,,2021-09-01,https://www.silina.io,Silina develops innovative solutions to curve imaging sensors to boost the performance of vision systems.,IT-Farm,"Image Recognition, Semiconductor, Sensor",
Shoply,"Boulogne-billancourt, Ile-de-France, France, Europe",Pre-Seed,,,2021-09-09,https://shoply.tv,Social Live Commerce platform for E-commerce & Retail Media.,,"Brand Marketing, Content Marketing, E-Commerce, Retail Technology, SaaS, Social Shopping",
Shipfix,"Vincennes, Ile-de-France, France, Europe",Seed,,,2021-03-01,https://shipfix.com,Shipfix operates as a data and community platform that helps with the operational efficiency in the maritime industry.,TA Ventures,"Artificial Intelligence (AI), Business Intelligence, Machine Learning, Marine Transportation, Shipping",
Shelblock,"Lyon, Rhone-Alpes, France, Europe",Seed,,,2021-01-01,https://www.shelblock.com/en,"Shelblock anti-advertising software effectively blocks ads, inappropriate content for children and trackers.",,"Cyber Security, Internet, Privacy, Software",
Share My Space,"Cergy-pontoise, Ile-de-France, France, Europe",,,,2021-10-06,https://www.sharemyspace.space/,"Share My Space detects, tracks, catalogs, and predicts the collision risk of artificial satellites and space debris.",European Innovation Council,"Geospatial, Manufacturing, Satellite Communication, Software, Space Travel",
SECOND PEAU,"Courbevoie, Ile-de-France, France, Europe",Seed,,,2021-01-16,,SECOND PEAU is an e-commerce platform for online sales of lingerie and mixed home wear.,IMT Starter,"B2C, E-Commerce, Information Technology",
Scintil Photonics,"Grenoble, Rhone-Alpes, France, Europe",Seed,,,2021-10-06,https://www.scintil-photonics.com/,Scintil Photonics is a fabless company that develops silicon photonic integrated circuits,European Innovation Council,"Manufacturing, Optical Communication, Semiconductor",
Save Market,"Paris, Ile-de-France, France, Europe",Seed,,,2021-05-06,https://save-market.com/,Save market supports you in the management of your old equipment,"Daphni, Tomcat Invest","B2C, E-Commerce, Marketplace",
Saphelec,"Biot, Provence-Alpes-Cote d'Azur, France, Europe",,,,2021-04-22,https://www.saphelec.fr/,"Saphelec is an IT company that delivers wireless connectivity, telecommunications, and internet services.","Bpifrance, Sofipaca","Information Technology, Mobile, Outsourcing, Telecommunications, Wireless",
SAMPLE,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-01-07,https://sampleapp.co,"Access the best fashions deals on the market, all year long. Up to 70% off on your favorite sneakers & streetwear.",Ariane Capital,"Cryptocurrency, E-Commerce, Fashion",
Salty,"Paris, Ile-de-France, France, Europe",Seed,,,2021-05-04,https://salty-design.com/,Salty designs and makes furniture inspired by the ocean and the surf culture.,Kernel Investissements,"E-Commerce, Interior Design, Manufacturing, Sports",
Saaswedo,"Paris, Ile-de-France, France, Europe",,,,2021-10-06,http://www.saaswedo.com/,A French provider of telecom expense management software,Epsa Group,"Mobile Devices, Online Portals, SaaS, Software",
Refty,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-10-01,https://refty.co/,Refty is an interactive virtual space platform.,,"B2B, Information Technology, Internet, Service Industry",
Recyc-Matelas Europe,"Colombes, Ile-de-France, France, Europe",,,,2021-09-20,http://www.recyc-matelas.fr/,Recyc-Mattresses Europe offers recycling services for bedding products.,"Bpifrance, Weinberg Capital Partners","Environmental Engineering, Industrial, Industrial Manufacturing, Recycling",
Ragni Group,"Cagnes-sur-mer, Provence-Alpes-Cote d'Azur, France, Europe",,,,2021-06-23,https://www.ragni.com/EN/HOME_PAGE.html,Ragni Group is a french designer and manufacturer of public lighting.,"AfricInvest, Bpifrance","Electronics, Lighting, Manufacturing",
Qovetia,"Paris, Ile-de-France, France, Europe",Seed,,,2021-02-16,https://www.qovetia.com/,"Qovetia brings together canine, equine, and rural veterinarians, willing to jointly develop their clinics around common values.","Careventures, Unexo","Health Care, Veterinary",
Qonto,"Paris, Ile-de-France, France, Europe",Growth Equity,,,2021-01-27,https://qonto.com,Qonto is an online bank that provides financial tools for small and medium-sized businesses and freelancers.,TCV,"Banking, Financial Services, FinTech, Payments, Software",819489626
Qomon,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-08-20,https://qomon.com/platform,Qomon is the modern Supporter Activation Platform for political and nonprofit teams.,Fast Forward,"Big Data, Information Technology, Non Profit, Politics, SaaS, Software",
Qentnis,"Laigné-en-belin, Pays de la Loire, France, Europe",Seed,,,2021-10-28,https://www.qentnis.com/,"Qentnis provides insights, market insights and analytics of a company using database.","ICLUB VC, TA Ventures","Analytics, Consulting, Database, Software",
Prophesee,"Paris, Ile-de-France, France, Europe",Series C,,,2021-07-06,https://www.prophesee.ai/,Prophesee is the inventor of the world’s most advanced neuromorphic vision systems.,"Sinovation Ventures, Xiaomi","Artificial Intelligence (AI), Automotive, Drones, Industrial Automation, Internet of Things, Mobile, Sensor",800681892
Process Metronome,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-07-01,https://www.process-metronome.com/,"Digital Business Process Management Orchestrator, SaaS",,"SaaS, Software",
Prima Vital,"Saint-raphaël, Provence-Alpes-Cote d'Azur, France, Europe",Seed,,,2021-06-01,https://www.primavital.fr/,Prima Vital provides homecare and accessibility solutions for the elderly and people with reduced mobility.,Omnes Capital,"Health Care, Life Science, Medical",
Powder,"Paris, Ile-de-France, France, Europe",,,,2021-10-06,https://powder.gg,Powder is a mobile app that enables gamers to create the best gaming clips and share exiting gaming stories.,European Innovation Council,"Gaming, Media and Entertainment, Video Games",
PLAYERS,"Créteil, Ile-de-France, France, Europe",Pre-Seed,,,2021-01-01,https://playersevents.fr/,PLAYERS specializes in sports entertainment.,Kostogri,"Media and Entertainment, Sports",523860658
Piggit,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-12-13,https://piggitapp.com/,Piggit is a finance app that rounds-up debtholders expenses and automatises extra-debt repayments,APX,"Financial Services, FinTech",
